"","aves","aves","aves","aves"
"cg07787583",0.281315647724154,0.281215314580723,0.281336050326911,0.281246929657318
"cg00745543",0.289799934395707,0.28989448579507,0.289735341588062,0.289762292815374
"cg01782059",0.262833527490542,0.262978554567253,0.262992675448815,0.263083433342132
"cg08594888",0.963428485293949,0.964220655215033,0.963895117393132,0.964736985479069
"cg27460547",0.714545629896444,0.714782939772465,0.714537002132018,0.714777668746337
"cg20509703",0.296414261083997,0.296713602736554,0.296179459583456,0.296446397156799
"cg15523135",0.274040402434603,0.274006776755842,0.274113515937151,0.274091315426487
"cg18011898",0.291913043438341,0.293238826599172,0.29262378754324,0.293947033738779
"cg05506864",0.269900564181458,0.269764103279012,0.269913373646517,0.269784265458618
"cg10834567",1.22508309371873,1.22711292247631,1.22618274484322,1.2273953840508
"cg23085281",0.317852096844469,0.317462637564776,0.317653970152575,0.317326301962296
"cg09341796",0.372744602069759,0.372831523737022,0.372734000854148,0.372857422265822
"cg02135395",1.28137348043188,1.28122410760264,1.28148144863332,1.28134757371227
"cg01826979",0.403290603854146,0.403645913954878,0.403255243293236,0.403389268726624
"cg09479330",0.289172842383782,0.289320450965555,0.289250272482952,0.289395091720277
"cg23845009",0.559846891335276,0.558901586061635,0.55994110637033,0.558976605932884
"cg21748911",0.27203715551991,0.272417541641665,0.272058983952741,0.27238197286188
"cg01566785",0.599869482628552,0.59976325410509,0.599866059602983,0.599755735655094
"cg20230864",0.296734261196843,0.296895044975819,0.296883767860989,0.296594672847417
"cg21450520",0.299629643777282,0.29972645519322,0.299533370117909,0.299578424003084
"cg11616701",0.327048692169866,0.327301611198478,0.326964549330733,0.327221759980131
"cg20090883",0.268585731202068,0.268715441418416,0.268562656764388,0.268682436025883
"cg03203646",0.279934140584808,0.279913953624971,0.279962833793299,0.279784786212345
"cg25039753",0.294931353181215,0.294890452979278,0.294974631708957,0.294989710474127
"cg15473904",0.681221212094587,0.681010241091457,0.680713899110844,0.680612473940297
"cg03064447",0.294789493646092,0.294278639084577,0.294787217951685,0.294282417284462
"cg26229990",0.705894101644043,0.706728025392942,0.705716416876654,0.706551843767812
"cg26143452",1.05129210753488,1.05270667008356,1.05106272071437,1.05256258002306
"cg04206389",0.277745047708538,0.277882072636718,0.277755903079888,0.277870553344072
"cg16964716",0.445302506011327,0.445427954796684,0.445156616849349,0.445366149756183
"cg27377279",0.414996548103372,0.414759154554025,0.414860230275896,0.414723827842977
"cg20704450",0.801505910212073,0.801094057819763,0.801001668038079,0.800555205443711
"cg26822501",0.719079490071517,0.718408912666098,0.719125062799449,0.718459152046945
"cg21061022",0.282183146415022,0.282189338424839,0.282183770199755,0.28217850932672
"cg24447625",1.16630680182168,1.16560853502563,1.16635491623886,1.16563599394077
"cg08864079",0.275387991530838,0.27534042190776,0.275390587289827,0.275330271296495
"cg17301053",0.317535049814992,0.31599029290566,0.316853796218246,0.315055023886311
"cg15671529",0.273727121704477,0.27382032165362,0.273758486393805,0.273818360275058
"cg20191852",0.372463623868849,0.371455552787823,0.372403900733031,0.371380403648813
"cg11305360",0.285421656003364,0.285097529724728,0.285362399291523,0.285013993449605
"cg17156725",0.26728528990674,0.267317623243766,0.267258319502579,0.26731198219022
"cg19539605",0.356012406100582,0.355810684941414,0.356071779565898,0.355845356063689
"cg16207213",0.28588425953425,0.285834534809477,0.2859310095195,0.285917915708782
"cg02774726",1.2918289388848,1.29240928340327,1.29188654911562,1.29225592625931
"cg20634266",1.27505472550081,1.27449547042962,1.27507784601097,1.27474028578198
"cg20874812",1.18787948805415,1.18720308837262,1.18809451101832,1.18733574176397
"cg01756899",0.267285702188841,0.267216524757818,0.267350806013637,0.267253669879498
"cg09939947",0.366357814959062,0.365955771191973,0.366430476089856,0.365757894452575
"cg09310229",0.27779844199183,0.277751552663143,0.277819399524108,0.277756115871163
"cg08153306",0.278982232384725,0.278821317537429,0.279096595414031,0.278947934486599
"cg27342910",0.278462193920683,0.278106506508255,0.278433925562357,0.278044718387882
"cg08881769",0.285259256024109,0.28510204734082,0.285086365214231,0.284932826063948
"cg24192805",1.35501589737452,1.35412245427879,1.3550974826659,1.35426644516021
"cg25361961",0.391610230760143,0.390542475713245,0.391601236771614,0.390541982411331
"cg00510892",0.281054817525773,0.281143327825162,0.281122366043892,0.281229500721311
"cg24918985",0.330469407837708,0.330955544732123,0.330635051106685,0.331145185518273
"cg13229857",0.757198325601819,0.756236009944748,0.757170942336026,0.756211695027921
"cg00317397",0.277653334873614,0.277469537062833,0.277622716530986,0.27744496182456
"cg20958300",0.270408853670562,0.270383803375736,0.270357670285295,0.270323694114937
"cg24711888",0.313729061090849,0.313645486914712,0.313825453305034,0.313703387488639
"cg12618270",0.274952098601115,0.274853469983574,0.274864481903132,0.274786250049641
"cg04971375",0.275015363337547,0.275392994046012,0.275043035363789,0.275383608835666
"cg07387038",0.273302902469079,0.27321024756476,0.276001677236793,0.275544724907259
"cg13723038",0.405319133399906,0.405953751607498,0.405345072477048,0.40593141418375
"cg15612947",0.750261299381306,0.749414166737188,0.750410183077093,0.749489726665692
"cg10637435",0.397933062001041,0.397521491604881,0.397887147781985,0.397603361949933
"cg08604087",0.270197503991664,0.270166459879375,0.270226827742553,0.270194059184539
"cg16418459",0.302806912828619,0.302675733247909,0.302869998978682,0.302741425755775
"cg18885645",0.746718210414492,0.747665852491593,0.746735783882105,0.747627303345742
"cg06268710",0.316749428355687,0.316676281887769,0.316577333883775,0.316576871127187
"cg02219147",0.266884280738883,0.266867625314132,0.264496095911399,0.263763989908668
"cg25793430",0.86274694340498,0.862359608125349,0.863316235922147,0.862844423215893
"cg14206516",0.293281926597087,0.292994164627941,0.293402393303159,0.293120808437926
"cg05306298",0.276185434513709,0.276124032314519,0.276477787688769,0.27637520413781
"cg00846140",0.281024047108262,0.280722098308718,0.281058694587419,0.280686578867399
"cg14852552",0.294568805143786,0.294119686305858,0.294539097891932,0.294049236202717
"cg09081693",0.268552396167437,0.268386271644645,0.268638953293113,0.268475477887847
"cg04150971",0.653141271384412,0.651848977774304,0.653348591817272,0.651969878963403
"cg17568119",0.28740411482613,0.287379788855184,0.287348873576439,0.287350016583302
"cg08644104",0.269133539246531,0.269117048797487,0.269089018590109,0.269094391960575
"cg18460862",0.286034252792787,0.28609737634608,0.286046768145985,0.286115638180504
"cg13232995",0.395680737577168,0.395667698027778,0.395553160045229,0.395563071876347
"cg22784419",0.307788108071849,0.307611153927603,0.307957596123199,0.307739450548576
"cg00738815",0.293175391660878,0.29283481628572,0.29333382927798,0.293030931371145
"cg25239516",0.264214080318657,0.264312685963527,0.264163347528033,0.264286384203558
"cg23784228",0.281882740212633,0.281815771749923,0.28183014334732,0.281866404284363
