"","aves","aves","aves","aves"
"cg07787583",0.844001161380825,0.843850433728308,0.843896101246254,0.843746337873811
"cg00745543",0.872946969755263,0.872617351698106,0.872870193492089,0.872537276059406
"cg01782059",0.785744402465604,0.785738492046548,0.785503615874264,0.785602582818186
"cg08594888",2.14915679287209,2.14685572902723,2.15005599571542,2.1477556389402
"cg27460547",1.74091897957625,1.74149127192799,1.7409095780041,1.74149414772791
"cg20509703",0.890724700880888,0.891321240761985,0.890676278646285,0.891290148154682
"cg15523135",0.826521537637557,0.826675640776861,0.826464136130843,0.826636231533852
"cg18011898",0.88601049725982,0.885677126086852,0.885418852396939,0.884944136508507
"cg05506864",0.812903514604599,0.812869345715542,0.812929774787136,0.812886895370153
"cg10834567",2.5635344784963,2.56485900673791,2.56644221825413,2.56641231275189
"cg23085281",0.950520407785788,0.950580650740487,0.950401142646827,0.950491524595595
"cg09341796",1.09091453759573,1.09093891522159,1.09082380514675,1.09090897095682
"cg02135395",2.62948375650548,2.62936871087392,2.62973637028665,2.62964166051713
"cg01826979",1.14910300240593,1.15017132981025,1.14913824383416,1.15034639952587
"cg09479330",0.871350530170226,0.872042714771617,0.871621241868791,0.87232943452493
"cg23845009",1.45542796807056,1.45545309498074,1.4552876180466,1.45525750419773
"cg21748911",0.82341176890253,0.823865419235884,0.823170576954221,0.823593371702022
"cg01566785",1.53699817399599,1.53700754892484,1.53700473851259,1.53701628867553
"cg20230864",0.891311774985535,0.891101294619592,0.891538036730996,0.890666915306581
"cg21450520",0.911777632062531,0.911257566572044,0.91170323469928,0.911411293997586
"cg11616701",0.976031088020317,0.976496204522872,0.975866936789525,0.976377274709057
"cg20090883",0.810447531590135,0.810495493760553,0.810443775458265,0.810446400823826
"cg03203646",0.848719738157946,0.848308015894262,0.848760655286063,0.848343845334558
"cg25039753",0.888666053103701,0.889300772415682,0.88882305599428,0.889598219704625
"cg15473904",1.67393109983661,1.67376644949595,1.67280867282012,1.67280432340285
"cg03064447",0.884901249449902,0.884675566513673,0.884746651864575,0.884459649965321
"cg26229990",1.72536901669516,1.7252779117615,1.72505796522999,1.72492169082072
"cg26143452",2.27809785494392,2.28089028227071,2.27838294249521,2.28066963856516
"cg04206389",0.835131028489767,0.835330939963597,0.835049414901143,0.835247347236469
"cg16964716",1.24172925650996,1.24248156962638,1.241541265806,1.24237320254833
"cg27377279",1.17576747724203,1.17600969374411,1.17559143950798,1.1758652904269
"cg20704450",1.88149450654047,1.87987709999239,1.88090122458113,1.87920346833245
