"","aves","aves","aves","aves"
"cg07787583",1.01909400313671,1.01886766350175,1.01914974803948,1.01892022886123
"cg00745543",0.98469115628466,0.984791297288571,0.984899094246619,0.984808266259232
"cg01782059",1.07840408846546,1.0785453238072,1.078390344473,1.07850682955957
"cg08594888",0.408358269358279,0.408486275045086,0.408009188908905,0.408263352752708
"cg27460547",0.498725187871489,0.498747953642042,0.498722690795835,0.498751861962584
"cg20509703",0.970767302768988,0.971195619234279,0.970746329764971,0.971234091712011
"cg15523135",1.03612128828252,1.03592177387331,1.03601328271853,1.0357626498524
"cg18011898",0.970788903916397,0.970393391888407,0.972254244252969,0.972005303669186
"cg05506864",1.05056184035353,1.05054522695986,1.05048600740797,1.05047400801063
"cg10834567",0.396995068052004,0.396570803385748,0.397558496067298,0.397288837398698
"cg23085281",0.907925851658952,0.907267253144388,0.908133614520206,0.907375758068755
"cg09341796",0.798013022739607,0.797937700092619,0.798127086466916,0.798035415893926
"cg02135395",0.389233040491994,0.389228492631589,0.389270429991426,0.389329222979368
"cg01826979",0.764683596301283,0.764429990792316,0.765199578820326,0.764630853185491
"cg09479330",0.983554222385523,0.983363780504897,0.98374875321758,0.983544647698378
"cg23845009",0.593923799230094,0.594060568464071,0.593985239169251,0.593975657095342
"cg21748911",1.03615538691933,1.03642739888752,1.03608662212333,1.0362518386613
"cg01566785",0.562783897259609,0.563235694997718,0.562782149080875,0.563234216281017
"cg20230864",0.962728500809902,0.96226559233485,0.963011616499529,0.962081243003679
"cg21450520",0.946909533578046,0.947305472086394,0.947356684557038,0.947431323916473
"cg11616701",0.893576949979753,0.893855491820819,0.893592010390149,0.893764480321398
"cg20090883",1.05359365394664,1.05386595152437,1.05360228265608,1.05381903319939
"cg03203646",1.01026432954538,1.01031165996248,1.01041915413026,1.01038081958476
"cg25039753",0.972306780736035,0.972693512652094,0.972609221221368,0.972770974682034
"cg15473904",0.49749627169571,0.495964676208547,0.497398644115169,0.495936855564074
